id;text;auteur;date;keyword_label;valder_label;textbloc_polarity_label;textbloc_subjectivity_label;happy_transformer_label;bert_label;suicidal_bert_label;polarity_modele;modele_groupement_score;groupement_all_modele_par_3
1618391073218519040;RT  https   t co gPIm4huwXK   Contenido xxx todas las semanas      https   t co 37WPLtSxBG;1056362281909608448;2023-01-25T23:31:14.000Z;1;0;0.0;0.0;1;0;0;1;2;0
1618391058727211009;"RT  Nothing about this is surprising  Everything about this is infuriating  
 
The Second Amendment is becoming a suicide pact";1226960868564520960;2023-01-25T23:31:11.000Z;0;1;0.1375;0.5375000000000001;1;1;0;1;3;1
1618391045280264193;"RT    News just in   
 
The Government has listened to us and there s going to be a dedicated suicide prevention strategy in Engl";1259137987;2023-01-25T23:31:08.000Z;0;1;0.0;0.0;1;0;0;1;2;0
1618391040947552256;RT  Officials close to inquiry said to have been shocked by some claims including individuals being physically sick before mee;1556972564488110081;2023-01-25T23:31:07.000Z;0;1;-0.7071428571428571;0.8285714285714285;1;1;0;0;3;1
1618391039483731968;Never  EVER  Make fun or question the way someone handles it or speaks up about it  Because 99  of people who s committed suicide was AFRAID of speaking about it  Afraid of asking for help  I rather my timeline FILLED with humans venting than losing another due to depression;770139380530966528;2023-01-25T23:31:06.000Z;1;1;-0.12499999999999997;0.655;1;1;0;1;4;1
1618391039462748160;Canadian Healthcare System Introduces Punch Card Where On Your 10th Visit You Get Free Suicide https   t co 3Bls9G808c via;22918653;2023-01-25T23:31:06.000Z;0;1;0.4;0.8;1;1;0;1;3;1
1618391038405804034;RT  Andrew Bridgen  UK MP  who demanded an investigation into the cause of excess deaths and is now fighting against the Covid;1216571681235525633;2023-01-25T23:31:06.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391035457204224;RT   If there is any truth to the allegation of an email threatening suicide then for Mac s  Brunson  sake  simply ask not to c;1454213423319879688;2023-01-25T23:31:05.000Z;0;1;0.0;0.35714285714285715;1;1;0;1;3;1
1618391032219176961;"Hi Sir  
At some point in life  everyone hits rock bottom   you know that point where contemplating suicide becomes a hobby  Sir  I am currently at that point so I am sending this text message and requesting help  
I know u may not b the financially buoyant type but just HELP me";1495731981467983872;2023-01-25T23:31:04.000Z;0;0;0.0;0.2;1;0;0;1;1;0
1618391030000422912;"RT  The Vax injured are strong  we have been silenced and left to fend for ourselves   
 
BUT I really worry what all these shake moc";1603846372414865408;2023-01-25T23:31:04.000Z;0;1;0.2111111111111111;0.3111111111111111;1;0;0;1;2;0
1618391015454552067;This is for entirely personal reasons and not related to a male suicide epidemic;1213098763205505025;2023-01-25T23:31:00.000Z;1;1;0.0;0.26666666666666666;1;1;0;1;4;1
1618391006709448704;"RT  Stu dying   
Stu die   
Stu dies   
 
I always knew school was a suicide mission   https   t co tq83c6myvd";1417126362389823490;2023-01-25T23:30:58.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618391003391733760;"RT  Nothing about this is surprising  Everything about this is infuriating  
 
The Second Amendment is becoming a suicide pact";104865001;2023-01-25T23:30:58.000Z;0;1;0.1375;0.5375000000000001;1;1;0;1;3;1
1618390979740073985;"RT  Corporate suicide watch  Harley Davidson plans to go all electric 
 
Wow talk about not understanding  
Your Customers  
 
https";312651085;2023-01-25T23:30:52.000Z;1;1;0.05;0.5;1;1;0;1;4;1
1618390973985480705;RT  Andrew Bridgen  UK MP  who demanded an investigation into the cause of excess deaths and is now fighting against the Covid;1437757274475352068;2023-01-25T23:30:51.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618390971355631617;RT  mcr has more songs about gay sex than suicide;1380691812004851712;2023-01-25T23:30:50.000Z;0;1;0.45833333333333337;0.5416666666666667;0;1;0;1;2;0
1618390970701344768;"RT  For those struggling today  or any other day  there are people currently standing by who can help  You are not alone  
 
Ca";3045596474;2023-01-25T23:30:50.000Z;1;0;-0.0625;0.3875;0;0;0;1;1;0
1618390958063878144;No mistake the butcher  is suicidal;1252310561104236547;2023-01-25T23:30:47.000Z;1;1;0.0;0.0;1;1;0;1;4;1
1618390956440707073;RT  Jewish senatorial candidate Richard Fochtmann gloats about white men committing suicide    Democrats laugh  https   t co;1595971823031681024;2023-01-25T23:30:46.000Z;1;1;0.09999999999999999;0.03333333333333333;1;1;0;1;4;1
1618390956168081408;Plus  is giving a context of  defense     that is about outside violence  not self inflicted    but we are now splitting hairs  I made my point  full context    since nobody said the link didn t include suicide  I can safely assume it does  Also war is a cause of alot of suicide;1590459219727515648;2023-01-25T23:30:46.000Z;1;1;0.2833333333333333;0.3666666666666667;1;0;0;1;3;1
1618390954586804224;Russians have air superiority only in aircraft  ukraine still have very good air defense system and it is suicidal to use fighters when there is an active air defense system;2445811519;2023-01-25T23:30:46.000Z;0;0;0.2588888888888889;0.7933333333333334;1;0;0;1;1;0
1618390946462437377;RT  Houria Bouteldja     On tient   notre identit        Les blancs se sont suicid s et ils veulent qu on se suicide avec eux;853293912;2023-01-25T23:30:44.000Z;1;1;0.0;0.0;1;1;1;1;5;1
1618390942536593414;do you think i ll end up committing suicide;1447784397659312129;2023-01-25T23:30:43.000Z;1;1;0.0;0.0;1;1;1;1;5;1
1618390936412913665;"RT  She is  NikaShakarami  
She was a brave Iranian Army  
 who was chased  tortured and raped by  IRGCterrorists during the Irania";1480316281542823942;2023-01-25T23:30:42.000Z;0;1;0.8;1.0;0;1;0;1;2;0
1618390927806181379;"RT  For those struggling today  or any other day  there are people currently standing by who can help  You are not alone  
 
Ca";1120334592;2023-01-25T23:30:40.000Z;1;0;-0.0625;0.3875;0;0;0;1;1;0
1618390917848903680;"Trump would demand his followers commit suicide  
If he had to answer to the gallows of justice https   t co UXG7BrsyVZ";1257671172486881281;2023-01-25T23:30:37.000Z;0;1;0.0;0.0;1;1;0;1;3;1
1618390913860132864;RT  14 bars on my suicide note;1380877363530104840;2023-01-25T23:30:36.000Z;1;1;0.0;0.0;1;1;1;1;5;1
1618390904573943809;"RT  She is  NikaShakarami  
She was a brave Iranian Army  
 who was chased  tortured and raped by  IRGCterrorists during the Irania";1574672806293508096;2023-01-25T23:30:34.000Z;0;1;0.8;1.0;0;1;0;1;2;0
1618390898722619392;"RT  WARNING     DARK CONTENT 
 
Your death will be marked down as  suicide   
 
 Bleached  bleachedbunny  bleachedcaptions  bwccum  bwc";1577423284664238087;2023-01-25T23:30:33.000Z;1;1;-0.06851851851851852;0.42962962962962964;1;1;0;1;4;1
